inst,actual,predicted,error,,
6014,1,0.472,-0.528,,
6015,0,0.469,0.469,,
6016,0,0.495,0.495,,
6017,1,0.485,-0.515,,
6018,1,0.489,-0.511,,
6019,1,0.487,-0.513,,
6020,0,0.474,0.474,,
6021,0,0.495,0.495,,
6022,1,0.488,-0.512,,
6023,1,0.481,-0.519,,
6024,0,0.471,0.471,,
6025,0,0.471,0.471,,
6026,0,0.473,0.473,,
6027,1,0.476,-0.524,,
6028,1,0.469,-0.531,,
6029,1,0.471,-0.529,,
6030,1,0.483,-0.517,,
6031,1,0.476,-0.524,,
6032,0,0.466,0.466,,
6033,0,0.469,0.469,,
6034,1,0.477,-0.523,,
6035,0,0.492,0.492,,
6036,0,0.465,0.465,,
6037,0,0.48,0.48,,
6038,0,0.465,0.465,,
6039,0,0.496,0.496,,
6040,1,0.47,-0.53,,
6041,1,0.488,-0.512,,
6042,0,0.496,0.496,,
6043,1,0.489,-0.511,,
6044,0,0.482,0.482,,
6045,1,0.486,-0.514,,
6046,1,0.48,-0.52,,
6047,1,0.475,-0.525,,
6048,0,0.471,0.471,,
6049,1,0.487,-0.513,,
6050,1,0.47,-0.53,,
6051,0,0.475,0.475,,
6052,0,0.494,0.494,,
6053,1,0.489,-0.511,,
6054,0,0.495,0.495,,
6055,1,0.491,-0.509,,
6056,1,0.469,-0.531,,
6057,0,0.464,0.464,,
6058,0,0.495,0.495,,
6059,1,0.486,-0.514,,
6060,1,0.468,-0.532,,
6061,1,0.472,-0.528,,
6062,0,0.464,0.464,,
6063,0,0.483,0.483,,
6064,0,0.493,0.493,,
6065,1,0.482,-0.518,,
6066,0,0.492,0.492,,
6067,1,0.485,-0.515,,
6068,0,0.488,0.488,,
6069,1,0.491,-0.509,,
6070,0,0.466,0.466,,
6071,0,0.464,0.464,,
6072,0,0.497,0.497,,
6073,1,0.469,-0.531,,
6074,1,0.47,-0.53,,
6075,1,0.477,-0.523,,
6076,1,0.489,-0.511,,
6077,0,0.467,0.467,,
6078,1,0.476,-0.524,,
6079,0,0.466,0.466,,
6080,0,0.47,0.47,,
6081,1,0.485,-0.515,,
6082,1,0.469,-0.531,,
6083,0,0.465,0.465,,
6084,1,0.474,-0.526,,
6085,1,0.478,-0.522,,
6086,1,0.488,-0.512,,
6087,0,0.489,0.489,,
6088,0,0.466,0.466,,
6089,0,0.494,0.494,,
6090,1,0.479,-0.521,,
6091,1,0.481,-0.519,,
6092,1,0.468,-0.532,,
6093,1,0.487,-0.513,,
6094,0,0.494,0.494,,
6095,1,0.489,-0.511,,
6096,0,0.489,0.489,,
6097,1,0.489,-0.511,,
6098,1,0.487,-0.513,,
6099,1,0.483,-0.517,,
6100,1,0.473,-0.527,,
6101,1,0.474,-0.526,,
6102,1,0.477,-0.523,,
6103,1,0.484,-0.516,,
6104,1,0.472,-0.528,,
6105,1,0.489,-0.511,,
6106,0,0.466,0.466,,
6107,1,0.49,-0.51,,
6108,1,0.473,-0.527,,
6109,0,0.494,0.494,,
6110,1,0.487,-0.513,,
6111,1,0.483,-0.517,,
6112,0,0.493,0.493,,
6113,1,0.483,-0.517,,
6114,1,0.474,-0.526,,
6115,1,0.488,-0.512,,
6116,1,0.479,-0.521,,
6117,0,0.466,0.466,,
6118,1,0.482,-0.518,,
6119,1,0.481,-0.519,,
6120,1,0.479,-0.521,,
6121,0,0.496,0.496,,
6122,0,0.49,0.49,,
6123,0,0.465,0.465,,
6124,1,0.486,-0.514,,
6125,0,0.482,0.482,,
6126,1,0.489,-0.511,,
6127,0,0.465,0.465,,
6128,1,0.488,-0.512,,
6129,0,0.465,0.465,,
6130,0,0.463,0.463,,
6131,1,0.478,-0.522,,
6132,0,0.492,0.492,,
6133,0,0.47,0.47,,
6134,1,0.49,-0.51,,
6135,0,0.478,0.478,,
6136,0,0.495,0.495,,
6137,1,0.486,-0.514,,
6138,0,0.496,0.496,,
6139,0,0.465,0.465,,
6140,1,0.488,-0.512,,
6141,1,0.48,-0.52,,
6142,0,0.466,0.466,,
6143,0,0.471,0.471,,
6144,0,0.463,0.463,,
6145,0,0.492,0.492,,
6146,0,0.489,0.489,,
6147,0,0.492,0.492,,
6148,0,0.468,0.468,,
6149,0,0.495,0.495,,
6150,1,0.492,-0.508,,
6151,1,0.487,-0.513,,
6152,1,0.469,-0.531,,
6153,1,0.475,-0.525,,
6154,1,0.49,-0.51,,
6155,1,0.468,-0.532,,
6156,0,0.489,0.489,,
6157,0,0.474,0.474,,
6158,1,0.474,-0.526,,
6159,1,0.47,-0.53,,
6160,0,0.487,0.487,,
6161,1,0.478,-0.522,,
6162,1,0.485,-0.515,,
6163,0,0.468,0.468,,
6164,0,0.474,0.474,,
6165,1,0.478,-0.522,,
6166,0,0.463,0.463,,
6167,1,0.47,-0.53,,
6168,1,0.483,-0.517,,
6169,0,0.464,0.464,,
6170,1,0.49,-0.51,,
6171,0,0.496,0.496,,
6172,0,0.486,0.486,,
6173,0,0.484,0.484,,
6174,1,0.468,-0.532,,
6175,0,0.484,0.484,,
6176,1,0.474,-0.526,,
6177,0,0.483,0.483,,
6178,0,0.466,0.466,,
6179,1,0.482,-0.518,,
6180,0,0.469,0.469,,
6181,0,0.472,0.472,,
6182,1,0.486,-0.514,,
6183,0,0.464,0.464,,
6184,1,0.485,-0.515,,
6185,0,0.47,0.47,,
6186,0,0.494,0.494,,
6187,1,0.489,-0.511,,
6188,0,0.495,0.495,,
6189,0,0.471,0.471,,
6190,0,0.472,0.472,,
6191,1,0.489,-0.511,,
6192,0,0.473,0.473,,
6193,1,0.49,-0.51,,
6194,0,0.497,0.497,,
6195,1,0.48,-0.52,,
6196,1,0.474,-0.526,,
6197,1,0.48,-0.52,,
6198,1,0.485,-0.515,,
6199,1,0.474,-0.526,,
6200,1,0.468,-0.532,,
6201,0,0.481,0.481,,
6202,1,0.474,-0.526,,
6203,1,0.478,-0.522,,
6204,1,0.493,-0.507,,
6205,0,0.48,0.48,,
6206,0,0.466,0.466,,
6207,1,0.473,-0.527,,
6208,1,0.483,-0.517,,
6209,1,0.474,-0.526,,
6210,0,0.488,0.488,,
6211,1,0.477,-0.523,,
6212,0,0.467,0.467,,
6213,0,0.473,0.473,,
6214,0,0.49,0.49,,
6215,0,0.466,0.466,,
6216,1,0.487,-0.513,,
6217,1,0.47,-0.53,,
6218,0,0.495,0.495,,
6219,0,0.494,0.494,,
6220,1,0.469,-0.531,,
6221,0,0.473,0.473,,
6222,1,0.492,-0.508,,
6223,0,0.465,0.465,,
6224,1,0.479,-0.521,,
6225,1,0.484,-0.516,,
6226,1,0.484,-0.516,,
6227,0,0.483,0.483,,
6228,1,0.481,-0.519,,
6229,0,0.496,0.496,,
6230,1,0.489,-0.511,,
6231,1,0.49,-0.51,,
6232,0,0.468,0.468,,
6233,0,0.483,0.483,,
6234,0,0.493,0.493,,
6235,0,0.467,0.467,,
6236,0,0.488,0.488,,
6237,0,0.463,0.463,,
6238,0,0.491,0.491,,
6239,0,0.466,0.466,,
6240,0,0.473,0.473,,
6241,1,0.472,-0.528,,
6242,0,0.465,0.465,,
6243,0,0.467,0.467,,
6244,1,0.482,-0.518,,
6245,1,0.487,-0.513,,
6246,0,0.465,0.465,,
6247,1,0.479,-0.521,,
6248,1,0.472,-0.528,,
6249,1,0.491,-0.509,,
6250,1,0.483,-0.517,,
6251,0,0.476,0.476,,
6252,1,0.472,-0.528,,
6253,0,0.494,0.494,,
6254,0,0.492,0.492,,
6255,0,0.465,0.465,,
6256,0,0.479,0.479,,
6257,0,0.476,0.476,,
6258,0,0.463,0.463,,
6259,0,0.496,0.496,,
6260,0,0.485,0.485,,
6261,0,0.496,0.496,,
6262,1,0.47,-0.53,,
6263,1,0.481,-0.519,,
6264,1,0.489,-0.511,,
6265,1,0.469,-0.531,,
6266,0,0.494,0.494,,
6267,1,0.476,-0.524,,
6268,0,0.471,0.471,,
6269,0,0.495,0.495,,
6270,0,0.494,0.494,,
6271,1,0.483,-0.517,,
6272,1,0.472,-0.528,,
6273,1,0.487,-0.513,,
6274,1,0.47,-0.53,,
6275,1,0.483,-0.517,,
6276,1,0.474,-0.526,,
6277,1,0.473,-0.527,,
6278,1,0.476,-0.524,,
6279,0,0.464,0.464,,
6280,1,0.469,-0.531,,
6281,0,0.481,0.481,,
6282,1,0.474,-0.526,,
6283,0,0.492,0.492,,
6284,0,0.492,0.492,,
6285,1,0.477,-0.523,,
6286,1,0.478,-0.522,,
6287,0,0.47,0.47,,
6288,0,0.472,0.472,,
6289,1,0.47,-0.53,,
6290,0,0.464,0.464,,
6291,0,0.484,0.484,,
6292,1,0.474,-0.526,,
6293,0,0.495,0.495,,
6294,1,0.491,-0.509,,
6295,1,0.47,-0.53,,
6296,1,0.476,-0.524,,
6297,1,0.472,-0.528,,
6298,1,0.488,-0.512,,
6299,0,0.488,0.488,,
6300,0,0.464,0.464,,
6301,1,0.48,-0.52,,
6302,1,0.486,-0.514,,
6303,0,0.489,0.489,,
6304,0,0.496,0.496,,
6305,0,0.477,0.477,,
6306,0,0.489,0.489,,
6307,1,0.469,-0.531,,
6308,0,0.496,0.496,,
6309,0,0.486,0.486,,
6310,1,0.477,-0.523,,
6311,0,0.479,0.479,,
6312,0,0.476,0.476,,
6313,1,0.485,-0.515,,
6314,0,0.49,0.49,,
6315,0,0.465,0.465,,
6316,0,0.477,0.477,,
6317,1,0.471,-0.529,,
6318,0,0.464,0.464,,
6319,0,0.49,0.49,,
6320,0,0.481,0.481,,
6321,1,0.489,-0.511,,
6322,0,0.466,0.466,,
6323,1,0.479,-0.521,,
6324,1,0.485,-0.515,,
6325,1,0.484,-0.516,,
6326,1,0.484,-0.516,,
6327,1,0.487,-0.513,,
6328,0,0.479,0.479,,
6329,1,0.48,-0.52,,
6330,0,0.495,0.495,,
6331,1,0.485,-0.515,,
6332,1,0.481,-0.519,,
6333,1,0.471,-0.529,,
6334,1,0.488,-0.512,,
6335,1,0.469,-0.531,,
6336,0,0.496,0.496,,
6337,1,0.488,-0.512,,
6338,1,0.481,-0.519,,
6339,1,0.487,-0.513,,
6340,0,0.496,0.496,,
6341,1,0.487,-0.513,,
6342,0,0.486,0.486,,
6343,1,0.482,-0.518,,
6344,1,0.491,-0.509,,
6345,0,0.494,0.494,,
6346,0,0.491,0.491,,
6347,0,0.467,0.467,,
6348,1,0.468,-0.532,,
6349,1,0.468,-0.532,,
6350,0,0.495,0.495,,
6351,0,0.467,0.467,,
6352,0,0.466,0.466,,
6353,0,0.481,0.481,,
6354,1,0.473,-0.527,,
6355,1,0.48,-0.52,,
6356,0,0.48,0.48,,
6357,1,0.487,-0.513,,
6358,1,0.491,-0.509,,
6359,0,0.491,0.491,,
6360,0,0.472,0.472,,
6361,1,0.486,-0.514,,
6362,0,0.481,0.481,,
6363,1,0.468,-0.532,,
6364,1,0.482,-0.518,,
6365,0,0.469,0.469,,
6366,1,0.473,-0.527,,
6367,0,0.478,0.478,,
6368,0,0.465,0.465,,
6369,0,0.496,0.496,,
6370,1,0.489,-0.511,,
6371,1,0.475,-0.525,,
6372,0,0.493,0.493,,
6373,0,0.485,0.485,,
6374,0,0.465,0.465,,
6375,1,0.485,-0.515,,
6376,1,0.473,-0.527,,
6377,1,0.489,-0.511,,
6378,0,0.468,0.468,,
6379,1,0.476,-0.524,,
6380,0,0.466,0.466,,
6381,1,0.474,-0.526,,
6382,0,0.481,0.481,,
6383,0,0.481,0.481,,
6384,0,0.493,0.493,,
6385,0,0.464,0.464,,
6386,1,0.475,-0.525,,
6387,0,0.465,0.465,,
6388,1,0.489,-0.511,,
6389,0,0.472,0.472,,
6390,0,0.483,0.483,,
6391,1,0.47,-0.53,,
6392,1,0.472,-0.528,,
6393,0,0.49,0.49,,
6394,0,0.476,0.476,,
6395,1,0.472,-0.528,,
6396,0,0.471,0.471,,
6397,0,0.491,0.491,,
6398,1,0.489,-0.511,,
6399,1,0.478,-0.522,,
6400,1,0.484,-0.516,,
6401,1,0.485,-0.515,,
6402,1,0.485,-0.515,,
6403,0,0.492,0.492,,
6404,0,0.483,0.483,,
6405,0,0.467,0.467,,
6406,1,0.47,-0.53,,
6407,1,0.488,-0.512,,
6408,1,0.491,-0.509,,
6409,0,0.492,0.492,,
6410,0,0.467,0.467,,
6411,1,0.492,-0.508,,
6412,1,0.471,-0.529,,
6413,0,0.467,0.467,,
6414,1,0.481,-0.519,,
6415,1,0.489,-0.511,,
6416,0,0.491,0.491,,
6417,0,0.486,0.486,,
6418,0,0.466,0.466,,
6419,1,0.483,-0.517,,
6420,1,0.476,-0.524,,
6421,1,0.483,-0.517,,
6422,0,0.475,0.475,,
6423,0,0.481,0.481,,
6424,1,0.483,-0.517,,
6425,0,0.494,0.494,,
6426,1,0.482,-0.518,,
6427,0,0.489,0.489,,
6428,0,0.464,0.464,,
6429,0,0.47,0.47,,
6430,0,0.467,0.467,,
6431,0,0.472,0.472,,
6432,1,0.474,-0.526,,
6433,1,0.47,-0.53,,
6434,0,0.467,0.467,,
6435,1,0.482,-0.518,,
6436,0,0.491,0.491,,
6437,1,0.47,-0.53,,
6438,0,0.496,0.496,,
6439,1,0.476,-0.524,,
6440,1,0.49,-0.51,,
6441,1,0.474,-0.526,,
6442,1,0.479,-0.521,,
6443,1,0.476,-0.524,,
6444,1,0.485,-0.515,,
6445,0,0.489,0.489,,
6446,0,0.481,0.481,,
6447,0,0.495,0.495,,
6448,0,0.481,0.481,,
6449,1,0.488,-0.512,,
6450,0,0.463,0.463,,
6451,0,0.468,0.468,,
6452,1,0.479,-0.521,,
6453,0,0.489,0.489,,
6454,0,0.494,0.494,,
6455,0,0.469,0.469,,
6456,0,0.474,0.474,,
6457,0,0.493,0.493,,
6458,0,0.488,0.488,,
6459,0,0.478,0.478,,
6460,0,0.487,0.487,,
6461,1,0.486,-0.514,,
6462,1,0.472,-0.528,,
6463,0,0.495,0.495,,
6464,0,0.474,0.474,,
6465,1,0.477,-0.523,,
6466,0,0.489,0.489,,
6467,1,0.479,-0.521,,
6468,1,0.487,-0.513,,
6469,0,0.489,0.489,,
6470,1,0.477,-0.523,,
6471,0,0.465,0.465,,
6472,0,0.49,0.49,,
6473,0,0.47,0.47,,
6474,1,0.479,-0.521,,
6475,0,0.493,0.493,,
6476,0,0.48,0.48,,
6477,0,0.494,0.494,,
6478,0,0.469,0.469,,
6479,0,0.465,0.465,,
6480,0,0.481,0.481,,
6481,1,0.478,-0.522,,
6482,0,0.477,0.477,,
6483,1,0.486,-0.514,,
6484,0,0.488,0.488,,
6485,0,0.463,0.463,,
6486,0,0.473,0.473,,
6487,1,0.471,-0.529,,
6488,0,0.465,0.465,,
6489,1,0.487,-0.513,,
6490,0,0.495,0.495,,
6491,0,0.477,0.477,,
6492,1,0.49,-0.51,,
6493,0,0.496,0.496,,
6494,1,0.475,-0.525,,
6495,0,0.493,0.493,,
6496,0,0.471,0.471,,
6497,1,0.469,-0.531,,
6498,0,0.49,0.49,,
6499,1,0.479,-0.521,,
6500,1,0.489,-0.511,,
6501,1,0.468,-0.532,,
6502,0,0.492,0.492,,
6503,1,0.491,-0.509,,
6504,1,0.485,-0.515,,
6505,0,0.484,0.484,,
6506,0,0.466,0.466,,
6507,0,0.488,0.488,,
6508,1,0.484,-0.516,,
6509,0,0.464,0.464,,
6510,1,0.479,-0.521,,
6511,0,0.483,0.483,,
6512,1,0.474,-0.526,,
6513,0,0.494,0.494,,
6514,1,0.489,-0.511,,
6515,1,0.483,-0.517,,
6516,1,0.477,-0.523,,
6517,0,0.496,0.496,,
6518,1,0.479,-0.521,,
6519,0,0.481,0.481,,
6520,0,0.495,0.495,,
6521,0,0.465,0.465,,
6522,1,0.488,-0.512,,
6523,0,0.494,0.494,,
6524,1,0.472,-0.528,,
6525,0,0.472,0.472,,
6526,0,0.489,0.489,,
6527,0,0.466,0.466,,
6528,0,0.496,0.496,,
6529,0,0.495,0.495,,
6530,1,0.483,-0.517,,
6531,0,0.48,0.48,,
6532,1,0.472,-0.528,,
6533,0,0.465,0.465,,
6534,1,0.487,-0.513,,
6535,1,0.468,-0.532,,
6536,0,0.472,0.472,,
6537,0,0.479,0.479,,
6538,1,0.476,-0.524,,
6539,1,0.485,-0.515,,
6540,0,0.49,0.49,,
6541,0,0.469,0.469,,
6542,0,0.467,0.467,,
6543,1,0.484,-0.516,,
6544,0,0.496,0.496,,
6545,0,0.473,0.473,,
6546,0,0.464,0.464,,
6547,1,0.482,-0.518,,
6548,0,0.496,0.496,,
6549,0,0.492,0.492,,
6550,0,0.466,0.466,,
6551,0,0.493,0.493,,
6552,0,0.493,0.493,,
6553,0,0.475,0.475,,
6554,0,0.493,0.493,,
6555,1,0.487,-0.513,,
6556,0,0.489,0.489,,
6557,0,0.497,0.497,,
6558,1,0.483,-0.517,,
6559,0,0.465,0.465,,
6560,0,0.464,0.464,,
6561,0,0.495,0.495,,
6562,1,0.472,-0.528,,
6563,0,0.48,0.48,,
6564,1,0.489,-0.511,,
6565,1,0.482,-0.518,,
6566,0,0.491,0.491,,
6567,1,0.472,-0.528,,
6568,1,0.471,-0.529,,
6569,1,0.482,-0.518,,
6570,1,0.49,-0.51,,
6571,0,0.484,0.484,,
6572,0,0.464,0.464,,
6573,1,0.481,-0.519,,
6574,0,0.491,0.491,,
6575,0,0.477,0.477,,
6576,1,0.49,-0.51,,
6577,1,0.486,-0.514,,
6578,0,0.468,0.468,,
6579,0,0.491,0.491,,
6580,0,0.479,0.479,,
6581,1,0.477,-0.523,,
6582,1,0.491,-0.509,,
6583,1,0.483,-0.517,,
6584,0,0.492,0.492,,
6585,1,0.493,-0.507,,
6586,1,0.48,-0.52,,
6587,1,0.48,-0.52,,
6588,1,0.47,-0.53,,
6589,1,0.472,-0.528,,
6590,0,0.467,0.467,,
6591,1,0.477,-0.523,,
6592,1,0.488,-0.512,,
6593,0,0.47,0.47,,
6594,0,0.467,0.467,,
6595,0,0.465,0.465,,
6596,0,0.467,0.467,,
6597,1,0.469,-0.531,,
6598,0,0.492,0.492,,
6599,1,0.478,-0.522,,
6600,0,0.494,0.494,,
6601,0,0.464,0.464,,
6602,0,0.468,0.468,,
6603,1,0.479,-0.521,,
6604,1,0.474,-0.526,,
6605,1,0.47,-0.53,,
6606,0,0.478,0.478,,
6607,0,0.47,0.47,,
6608,0,0.493,0.493,,
6609,1,0.485,-0.515,,
6610,0,0.471,0.471,,
6611,0,0.48,0.48,,
6612,1,0.471,-0.529,,
6613,1,0.482,-0.518,,
6614,1,0.474,-0.526,,
6615,1,0.484,-0.516,,
6616,1,0.474,-0.526,,
6617,1,0.482,-0.518,,
6618,0,0.464,0.464,,
6619,1,0.483,-0.517,,
6620,1,0.481,-0.519,,
6621,1,0.488,-0.512,,
6622,1,0.469,-0.531,,
6623,0,0.466,0.466,,
6624,0,0.483,0.483,,
6625,1,0.477,-0.523,,
6626,0,0.466,0.466,,
6627,0,0.493,0.493,,
6628,1,0.491,-0.509,,
6629,1,0.484,-0.516,,
6630,0,0.494,0.494,,
6631,1,0.471,-0.529,,
6632,0,0.475,0.475,,
6633,0,0.488,0.488,,
6634,1,0.474,-0.526,,
6635,1,0.492,-0.508,,
6636,0,0.494,0.494,,
6637,0,0.495,0.495,,
6638,1,0.475,-0.525,,
6639,1,0.481,-0.519,,
6640,0,0.495,0.495,,
6641,1,0.471,-0.529,,
6642,0,0.467,0.467,,
6643,0,0.478,0.478,,
6644,1,0.486,-0.514,,
6645,1,0.485,-0.515,,
6646,0,0.479,0.479,,
6647,1,0.479,-0.521,,
6648,0,0.466,0.466,,
6649,1,0.491,-0.509,,
6650,0,0.466,0.466,,
6651,0,0.471,0.471,,
6652,0,0.467,0.467,,
6653,1,0.47,-0.53,,
6654,0,0.467,0.467,,
6655,1,0.473,-0.527,,
6656,0,0.488,0.488,,
6657,1,0.479,-0.521,,
6658,1,0.468,-0.532,,
6659,1,0.489,-0.511,,
6660,0,0.464,0.464,,
6661,1,0.472,-0.528,,
6662,1,0.486,-0.514,,
6663,0,0.494,0.494,,
6664,1,0.471,-0.529,,
6665,0,0.482,0.482,,
6666,1,0.467,-0.533,,
6667,1,0.477,-0.523,,
6668,0,0.494,0.494,,
6669,0,0.479,0.479,,
6670,0,0.467,0.467,,
6671,0,0.491,0.491,,
6672,1,0.485,-0.515,,
6673,0,0.471,0.471,,
6674,0,0.478,0.478,,
6675,1,0.478,-0.522,,
6676,1,0.488,-0.512,,
6677,0,0.489,0.489,,
6678,1,0.486,-0.514,,
6679,1,0.478,-0.522,,
6680,0,0.476,0.476,,
6681,1,0.471,-0.529,,
6682,1,0.474,-0.526,,
6683,0,0.496,0.496,,
6684,0,0.464,0.464,,
6685,1,0.467,-0.533,,
6686,0,0.496,0.496,,
6687,0,0.467,0.467,,
6688,0,0.491,0.491,,
6689,1,0.487,-0.513,,
6690,1,0.48,-0.52,,
6691,1,0.488,-0.512,,
6692,1,0.493,-0.507,,
6693,1,0.471,-0.529,,
6694,0,0.474,0.474,,
6695,0,0.495,0.495,,
6696,1,0.485,-0.515,,
6697,1,0.49,-0.51,,
6698,1,0.474,-0.526,,
6699,1,0.472,-0.528,,
6700,0,0.495,0.495,,
6701,1,0.491,-0.509,,
6702,1,0.48,-0.52,,
6703,0,0.476,0.476,,
6704,0,0.477,0.477,,
6705,1,0.478,-0.522,,
6706,0,0.467,0.467,,
6707,0,0.471,0.471,,
6708,1,0.473,-0.527,,
6709,0,0.493,0.493,,
6710,0,0.496,0.496,,
6711,1,0.486,-0.514,,
6712,0,0.477,0.477,,
6713,0,0.488,0.488,,
6714,0,0.463,0.463,,
6715,0,0.469,0.469,,
6716,1,0.482,-0.518,,
6717,1,0.484,-0.516,,
6718,1,0.471,-0.529,,
6719,1,0.477,-0.523,,
6720,0,0.49,0.49,,
6721,0,0.496,0.496,,
6722,1,0.474,-0.526,,
6723,1,0.468,-0.532,,
6724,0,0.466,0.466,,
6725,0,0.466,0.466,,
6726,0,0.485,0.485,,
6727,0,0.488,0.488,,
6728,1,0.489,-0.511,,
6729,0,0.466,0.466,,
6730,0,0.492,0.492,,
6731,0,0.465,0.465,,
6732,0,0.478,0.478,,
6733,1,0.469,-0.531,,
6734,0,0.492,0.492,,
6735,0,0.463,0.463,,
6736,0,0.465,0.465,,
6737,1,0.488,-0.512,,
6738,1,0.472,-0.528,,
6739,0,0.487,0.487,,
6740,1,0.472,-0.528,,
6741,0,0.495,0.495,,
6742,0,0.465,0.465,,
6743,1,0.485,-0.515,,
6744,1,0.472,-0.528,,
6745,1,0.489,-0.511,,
6746,1,0.481,-0.519,,
6747,1,0.486,-0.514,,
6748,0,0.47,0.47,,
6749,0,0.471,0.471,,
6750,0,0.471,0.471,,
6751,1,0.487,-0.513,,
6752,0,0.472,0.472,,
6753,1,0.478,-0.522,,
6754,1,0.491,-0.509,,
6755,1,0.489,-0.511,,
6756,0,0.493,0.493,,
6757,0,0.489,0.489,,
6758,1,0.474,-0.526,,
6759,0,0.483,0.483,,
6760,1,0.475,-0.525,,
6761,0,0.469,0.469,,
6762,0,0.47,0.47,,
6763,0,0.488,0.488,,
6764,1,0.472,-0.528,,
6765,1,0.469,-0.531,,
6766,0,0.468,0.468,,
6767,0,0.484,0.484,,
6768,0,0.495,0.495,,
6769,1,0.478,-0.522,,
6770,1,0.477,-0.523,,
6771,1,0.476,-0.524,,
6772,0,0.486,0.486,,
6773,0,0.467,0.467,,
6774,1,0.474,-0.526,,
6775,1,0.474,-0.526,,
6776,0,0.495,0.495,,
6777,0,0.494,0.494,,
6778,1,0.491,-0.509,,
6779,0,0.466,0.466,,
6780,1,0.482,-0.518,,
6781,0,0.481,0.481,,
6782,0,0.465,0.465,,
6783,1,0.468,-0.532,,
6784,1,0.479,-0.521,,
6785,0,0.495,0.495,,
6786,0,0.477,0.477,,
6787,0,0.477,0.477,,
6788,1,0.469,-0.531,,
6789,1,0.484,-0.516,,
6790,1,0.483,-0.517,,
6791,0,0.469,0.469,,
6792,0,0.464,0.464,,
6793,0,0.488,0.488,,
6794,1,0.479,-0.521,,
6795,1,0.475,-0.525,,
6796,0,0.486,0.486,,
6797,0,0.465,0.465,,
6798,0,0.464,0.464,,
6799,1,0.477,-0.523,,
6800,0,0.497,0.497,,
6801,1,0.487,-0.513,,
6802,1,0.487,-0.513,,
6803,0,0.466,0.466,,
6804,1,0.488,-0.512,,
6805,0,0.487,0.487,,
6806,0,0.468,0.468,,
6807,0,0.487,0.487,,
6808,1,0.471,-0.529,,
6809,0,0.494,0.494,,
6810,1,0.469,-0.531,,
6811,0,0.496,0.496,,
6812,1,0.467,-0.533,,
6813,0,0.494,0.494,,
6814,1,0.468,-0.532,,
6815,1,0.471,-0.529,,
6816,1,0.488,-0.512,,
6817,1,0.476,-0.524,,
6818,1,0.476,-0.524,,
6819,1,0.468,-0.532,,
6820,1,0.469,-0.531,,
6821,1,0.489,-0.511,,
6822,1,0.475,-0.525,,
6823,0,0.495,0.495,,
6824,1,0.492,-0.508,,
6825,0,0.496,0.496,,
6826,1,0.477,-0.523,,
6827,0,0.496,0.496,,
6828,1,0.471,-0.529,,
6829,0,0.492,0.492,,
6830,1,0.481,-0.519,,
6831,0,0.481,0.481,,
6832,1,0.48,-0.52,,
6833,1,0.485,-0.515,,
6834,0,0.496,0.496,,
6835,1,0.482,-0.518,,
6836,0,0.488,0.488,,
6837,1,0.479,-0.521,,
6838,0,0.494,0.494,,
6839,0,0.468,0.468,,
6840,0,0.464,0.464,,
6841,1,0.475,-0.525,,
6842,1,0.468,-0.532,,
6843,0,0.468,0.468,,
6844,1,0.481,-0.519,,
6845,1,0.486,-0.514,,
6846,0,0.493,0.493,,
6847,0,0.495,0.495,,
6848,1,0.473,-0.527,,
6849,1,0.476,-0.524,,
6850,0,0.465,0.465,,
6851,1,0.483,-0.517,,
6852,0,0.487,0.487,,
6853,1,0.492,-0.508,,
6854,0,0.494,0.494,,
6855,1,0.493,-0.507,,
6856,0,0.492,0.492,,
6857,1,0.469,-0.531,,
6858,0,0.47,0.47,,
6859,1,0.476,-0.524,,
6860,0,0.478,0.478,,
6861,0,0.49,0.49,,
6862,0,0.494,0.494,,
6863,0,0.463,0.463,,
6864,1,0.484,-0.516,,
6865,0,0.491,0.491,,
6866,0,0.471,0.471,,
6867,0,0.463,0.463,,
6868,0,0.49,0.49,,
6869,1,0.483,-0.517,,
6870,1,0.479,-0.521,,
6871,0,0.469,0.469,,
6872,0,0.463,0.463,,
6873,1,0.473,-0.527,,
6874,0,0.477,0.477,,
6875,0,0.471,0.471,,
6876,0,0.49,0.49,,
6877,0,0.467,0.467,,
6878,0,0.478,0.478,,
6879,0,0.49,0.49,,
6880,1,0.475,-0.525,,
6881,1,0.475,-0.525,,
6882,1,0.482,-0.518,,
6883,1,0.472,-0.528,,
6884,0,0.495,0.495,,
6885,0,0.49,0.49,,
6886,1,0.493,-0.507,,
6887,1,0.49,-0.51,,
6888,1,0.478,-0.522,,
6889,1,0.488,-0.512,,
6890,1,0.481,-0.519,,
6891,1,0.479,-0.521,,
6892,1,0.47,-0.53,,
6893,0,0.494,0.494,,
6894,1,0.479,-0.521,,
6895,1,0.476,-0.524,,
6896,0,0.463,0.463,,
6897,1,0.476,-0.524,,
6898,0,0.464,0.464,,
6899,1,0.483,-0.517,,
6900,1,0.478,-0.522,,
6901,0,0.488,0.488,,
6902,1,0.479,-0.521,,
6903,1,0.477,-0.523,,
6904,0,0.463,0.463,,
6905,0,0.469,0.469,,
6906,0,0.463,0.463,,
6907,1,0.474,-0.526,,
6908,0,0.466,0.466,,
6909,0,0.473,0.473,,
6910,1,0.487,-0.513,,
6911,1,0.49,-0.51,,
6912,0,0.487,0.487,,
6913,1,0.489,-0.511,,
6914,1,0.491,-0.509,,
6915,1,0.485,-0.515,,
